"Rhoto.Ac.1"	"Rhoto.Ac.2"	"Rhoto.Ac.3"	"Rhoto.Glc.1"	"Rhoto.Glc.2"	"Rhoto.Glc.3"	"Rhoto.So.1"	"Rhoto.So.2"	"Rhoto.So.3"	"Rhoto.Xyl.1"	"Rhoto.Xyl.2"	"Rhoto.Xyl.3"	"Rhoto.YP.1"	"Rhoto.YP.2"	"Rhoto.YP.3"
"mRNA_311"	897	1110	1187	2466	2036	2584	2591	2960	5514	4671	4392	5257	3009	3393	2444
"mRNA_312"	1999	2352	2960	4906	4009	3836	4288	3612	5712	1852	2928	3520	2442	3106	2276
"mRNA_313"	606	426	677	420	581	351	871	888	1098	654	802	684	943	866	887
"mRNA_314"	1553	2522	1963	3353	3114	2903	2952	3054	4546	2200	2261	2051	3427	3026	2890
"mRNA_315"	25	32	20	105	105	78	77	65	143	97	92	93	57	67	61
"mRNA_316"	201	254	318	465	488	339	409	421	616	405	409	406	508	463	576
"mRNA_317"	495	431	475	389	356	247	338	338	477	469	507	438	359	350	303
"mRNA_318"	399	318	444	357	465	309	396	414	470	341	398	353	834	814	539
"mRNA_319"	332	292	318	384	376	300	387	408	580	357	338	275	706	511	464
"mRNA_320"	186	215	172	332	365	315	140	184	236	330	359	320	170	161	102
"mRNA_321"	357	314	377	698	524	484	538	541	739	432	520	441	609	514	645
"mRNA_322"	14	18	11	69	43	54	132	124	191	53	61	54	205	103	290
"mRNA_323"	11	9	7	3	2	0	26	30	27	3	2	1	90	54	49
"mRNA_324"	1955	2869	2281	722	816	762	2098	2485	3328	1693	1575	1529	1239	1327	1300
"mRNA_325"	376	607	558	682	820	849	668	625	1361	494	622	713	796	1013	932
"mRNA_326"	1454	1058	1389	1794	1599	1211	1100	1277	1450	1198	1408	1335	1359	1405	986
"mRNA_327"	54	35	61	252	119	166	65	56	118	129	108	101	87	57	31
"mRNA_328"	23334	29164	21838	25975	24151	21646	10653	13727	12775	13262	13700	12694	13939	13743	5994
"mRNA_329"	6	2	3	46	31	15	35	22	47	8	15	11	80	71	139
"mRNA_330"	622	555	460	472	568	508	430	449	497	444	458	383	502	440	664
"mRNA_331"	2941	4584	2915	1844	1693	1280	2794	3232	3503	2310	2518	2148	3771	2873	2491
"mRNA_332"	1106	822	921	898	956	696	760	1111	1044	818	780	665	1214	969	774
"mRNA_333"	42	35	44	46	33	67	14	30	56	139	130	127	39	30	10
"mRNA_334"	101	130	160	926	1483	1311	229	253	338	701	843	815	581	710	56
"mRNA_335"	48	70	49	85	89	67	98	105	140	117	131	93	164	133	136
"mRNA_336"	217	424	215	206	165	119	544	696	533	252	288	205	421	285	258
"mRNA_337"	3423	4304	4649	261	316	279	3804	3557	6352	1927	1973	2269	6782	5797	5469
"mRNA_338"	49	69	65	1	3	3	34	34	58	9	8	8	85	76	71
"mRNA_339"	996	884	876	993	869	682	601	856	756	757	734	724	844	749	583
"mRNA_340"	346	240	233	263	298	296	69	175	143	249	233	239	172	202	74
"mRNA_341"	1636	1479	1915	984	1155	775	187	270	307	535	596	574	237	278	135
"mRNA_342"	145	231	114	191	171	137	196	266	337	297	276	177	217	195	115
"mRNA_343"	325	332	326	336	308	267	369	413	491	334	382	343	752	418	439
"mRNA_344"	155	226	221	376	456	331	466	454	644	293	353	405	460	528	420
"mRNA_345"	182	208	312	830	1490	1415	311	360	572	733	834	806	818	833	210
"mRNA_346"	720	642	680	818	1337	984	730	986	993	1071	1075	966	1693	1418	1314
"mRNA_347"	421	513	420	516	515	349	529	625	712	436	427	384	619	555	545
"mRNA_348"	32	31	38	206	189	205	85	100	141	533	373	376	68	105	90
"mRNA_349"	1420	1612	1791	2627	2328	1882	1716	1990	2196	1445	1884	1757	2045	1865	1722
"mRNA_350"	1667	1142	1663	2076	1984	1656	986	1323	1169	1433	1614	1379	1370	1321	1106
"mRNA_351"	501	706	750	1883	6484	4622	241	268	751	1674	2106	2080	486	509	53
"mRNA_352"	1750	1449	1869	1849	1776	1506	2093	2412	2469	1489	1579	1403	2483	2175	2147
"mRNA_353"	1239	1287	1213	1723	1333	927	1265	1204	1445	1146	1228	1080	911	920	556
"mRNA_354"	1705	1779	1955	3512	2559	2874	2816	3104	6114	2402	2560	2294	2296	2424	1349
"mRNA_355"	213	176	278	40	110	67	293	343	421	121	246	205	591	418	375
"mRNA_356"	3518	3710	2968	1784	1836	1282	1925	2317	2045	1446	1658	1361	3572	2357	2886
"mRNA_357"	718	694	710	697	711	476	638	580	556	554	649	596	751	724	576
"mRNA_358"	77	76	73	210	261	165	238	267	354	132	118	117	309	347	246
"mRNA_359"	4751	5297	6474	8589	6837	6483	8367	8413	11559	6278	7511	7441	8840	8140	8702
"mRNA_360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_361"	38	48	54	1	1	1	36	53	47	37	43	30	102	55	121
"mRNA_362"	28	35	32	78	104	117	71	91	77	77	97	64	190	113	139
"mRNA_363"	323	224	230	813	641	1027	132	215	196	381	400	414	319	288	236
"mRNA_364"	386	352	335	345	429	422	286	438	405	264	321	244	642	501	374
"mRNA_365"	2358	2413	2447	4242	5615	4352	2927	4574	4143	3546	4243	3338	5816	5644	1308
"mRNA_366"	199	204	260	574	780	493	326	363	405	620	633	514	809	511	1230
"mRNA_367"	57	93	97	626	612	500	163	194	295	748	1104	1078	271	245	623
"mRNA_368"	1953	2962	2595	7656	6103	4423	6096	8397	11503	5543	6649	6791	3771	4083	2676
"mRNA_369"	103	116	126	550	677	599	176	257	357	361	376	328	410	449	282
"mRNA_370"	95	90	114	713	1027	1017	128	206	324	322	392	384	405	471	114
"mRNA_371"	1738	1810	1917	1839	1722	1135	1871	1941	2095	1942	2067	1866	2681	2352	2180
"mRNA_372"	215	214	278	497	479	388	483	390	552	385	458	511	354	418	332
"mRNA_373"	833	893	1006	850	699	450	894	828	1175	750	863	780	750	710	864
"mRNA_374"	192	163	190	319	315	234	158	183	226	271	277	236	300	262	147
"mRNA_375"	260	183	248	549	434	409	324	384	422	318	371	346	474	355	360
"mRNA_376"	4110	5131	6848	3215	3972	2818	680	818	1211	1371	1917	2361	455	909	196
"mRNA_377"	5	4	3	1	1	0	0	14	31	6	7	4	5	4	11
"mRNA_378"	331	451	410	595	571	532	522	542	779	513	503	528	548	526	460
"mRNA_379"	571	541	583	1103	991	1000	655	661	938	890	854	766	1113	789	751
"mRNA_380"	654	516	618	663	555	546	459	612	725	556	537	509	740	654	514
"mRNA_381"	403	429	523	974	1054	951	602	655	943	553	573	584	799	857	359
"mRNA_382"	7	11	11	22	3	7	8	13	23	25	28	23	18	14	3
"mRNA_383"	28859	15249	20440	60215	59227	50039	16585	23148	21255	40036	35699	28463	20340	15309	10720
"mRNA_384"	32578	27916	33727	63073	56342	47613	25576	29404	34007	33616	36024	28687	30987	24935	22432
"mRNA_385"	291	408	514	1147	1031	897	662	713	944	585	824	869	795	824	702
"mRNA_386"	209	284	326	609	413	405	603	608	1014	305	349	389	487	503	487
"mRNA_387"	2	0	4	5	5	2	8	13	21	3	1	1	13	18	4
"mRNA_388"	0	0	1	4	1	3	0	9	2	1	4	1	0	0	2
"mRNA_389"	331	417	517	619	649	397	779	919	1150	513	759	884	743	731	501
"mRNA_390"	2972	2322	3517	3335	2746	1892	1808	1902	2049	1606	2061	1890	1779	1849	1253
"mRNA_391"	1521	2389	2877	2429	1988	1493	1378	1263	1755	865	1105	1500	861	1181	698
"mRNA_392"	786	545	765	884	901	661	595	751	780	634	701	599	701	599	529
"mRNA_393"	3	8	3	13	9	4	5	5	7	23	12	11	8	5	4
"mRNA_394"	20	14	18	44	47	30	57	65	70	213	155	167	33	49	68
"mRNA_395"	395	590	578	888	916	782	779	784	1140	777	808	855	794	725	521
"mRNA_396"	258	288	300	400	490	348	649	685	753	502	530	460	741	590	650
"mRNA_397"	483	545	461	81	67	50	503	576	687	165	197	212	728	535	628
"mRNA_398"	2451	2201	2947	836	914	840	3108	2735	4197	1353	1566	1535	5118	4025	5001
"mRNA_399"	912	809	872	1659	1395	1132	770	1072	1234	1247	1499	1443	900	1008	564
"mRNA_400"	706	775	1079	1363	1298	1130	1024	1140	1690	861	1102	1260	1408	1630	645
"mRNA_401"	716	550	796	454	793	629	1280	1114	1578	965	925	873	1652	1392	1562
"mRNA_402"	6477	5785	6914	888	913	659	4525	4738	4205	1150	1406	1106	5557	4240	5098
"mRNA_403"	2990	3007	5198	537	513	458	4417	3657	4808	2562	3649	3714	4740	4673	2812
"mRNA_404"	552	681	911	3649	2924	2457	1489	1581	2742	1984	2819	2622	949	1056	269
"mRNA_405"	215	331	265	634	751	774	446	524	733	658	771	667	676	566	238
"mRNA_406"	31	20	18	58	76	34	19	30	28	48	68	56	33	18	10
"mRNA_407"	6	10	25	127	64	70	22	35	44	55	78	62	26	18	25
"mRNA_408"	51	90	70	123	97	140	74	97	157	65	65	91	99	117	68
"mRNA_409"	2431	5282	4989	10737	13343	13946	11695	8205	18282	2750	3591	4269	1867	3070	1023
"mRNA_410"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"mRNA_411"	1949	1711	1878	2415	2085	1706	2165	2370	2628	1865	1893	1769	1932	2253	1316
"mRNA_412"	9	12	7	102	80	76	22	22	43	32	31	20	8	14	6
"mRNA_413"	1142	1020	1578	7832	6825	7546	4386	2985	4758	3228	3634	4269	1720	3327	440
"mRNA_414"	1426	1993	1581	1712	1076	1020	1909	2620	2994	1704	1612	1503	2800	2017	3488
"mRNA_415"	140	172	164	370	424	484	257	275	464	250	305	281	427	301	353
"mRNA_416"	44	63	51	89	136	102	56	55	104	118	105	73	112	93	116
"mRNA_417"	396	308	423	572	613	564	426	380	453	356	426	415	377	420	359
"mRNA_418"	188	304	305	544	581	350	448	551	798	615	882	775	514	468	408
"mRNA_419"	300	388	347	651	764	483	472	467	803	649	693	676	1559	1020	1993
"mRNA_420"	138	171	145	129	96	90	541	646	688	387	542	400	1391	907	1518
"mRNA_421"	389	407	389	291	291	235	212	282	333	312	314	258	524	360	763
"mRNA_422"	2042	1767	1954	1273	1135	819	1483	1687	1636	1239	1313	1123	2335	1791	1757
"mRNA_423"	1541	1486	1416	324	332	273	1292	1324	1479	581	577	434	1972	1666	1734
"mRNA_424"	19	41	36	122	190	147	29	49	62	279	346	389	165	108	42
"mRNA_425"	65	86	61	67	44	40	87	83	125	51	48	42	90	117	57
"mRNA_426"	86	96	114	168	147	139	38	59	58	80	83	68	81	69	49
"mRNA_427"	2	3	1	15	11	9	5	4	5	10	18	4	7	5	3
"mRNA_428"	1	4	1	7	9	3	1	3	5	0	2	3	0	6	0
"mRNA_429"	2	4	0	17	7	4	4	8	12	6	6	7	5	5	4
"mRNA_430"	295	379	392	459	397	332	644	699	863	459	517	477	1029	782	719
"mRNA_431"	632	727	729	1145	978	777	1153	1313	1394	1273	1376	1263	1811	1482	1078
"mRNA_432"	261	288	343	292	458	298	584	677	912	417	439	475	743	701	401
"mRNA_433"	2611	2219	2750	2958	2691	2482	1797	2169	2127	1604	1951	1836	2236	2270	1430
"mRNA_434"	39587	33689	34036	30998	29598	21255	21236	23363	26154	29092	29197	25247	12153	13499	6005
"mRNA_435"	312	346	372	609	634	595	599	604	966	483	517	503	864	883	770
"mRNA_436"	25	25	48	332	650	524	106	150	256	214	283	392	345	376	134
"mRNA_437"	37	32	37	251	532	420	84	144	181	300	394	330	523	331	190
"mRNA_438"	215	223	237	438	510	354	314	285	327	332	370	403	401	359	393
"mRNA_439"	62	66	72	190	475	365	173	152	223	136	155	179	293	192	185
"mRNA_440"	43	24	53	55	47	42	88	78	157	61	80	56	95	84	114
"mRNA_441"	310	265	355	299	331	241	289	259	364	325	366	273	612	507	346
"mRNA_442"	1515	1884	1985	1955	1746	1562	1817	1740	2250	868	1237	1510	1476	1681	1213
"mRNA_443"	1359	1283	1542	1694	1457	931	2287	2375	2510	1702	2198	2009	1670	1794	858
"mRNA_444"	225	275	223	230	279	223	348	454	647	418	445	402	455	413	295
"mRNA_445"	2021	2331	1719	4470	2894	3007	2324	2998	3752	3224	3173	2556	4644	3653	2013
"mRNA_446"	4338	3470	4348	2683	2275	1802	1870	1514	1832	1930	2329	2331	1067	1252	727
"mRNA_447"	1867	2090	3219	4367	4253	3685	1796	1885	3085	3440	3945	4777	2372	2476	1871
"mRNA_448"	967	892	1470	2813	2193	2977	846	778	1259	1113	1482	1987	788	1000	398
"mRNA_449"	2439	2189	1988	2284	1741	1432	1773	2288	2331	1741	1775	1458	2252	1621	1451
"mRNA_450"	3027	3048	3233	3404	2474	1743	2554	3183	3185	3541	3938	3065	3927	3053	2612
"mRNA_451"	1955	1694	2193	1707	1677	1164	4133	3967	4281	2031	2410	2446	2827	2603	1795
"mRNA_452"	20	32	23	71	61	62	23	46	59	33	58	27	19	17	9
"mRNA_453"	4	10	10	31	25	20	5	10	15	55	36	56	3	6	1
"mRNA_454"	548	894	665	2756	2222	2015	587	776	1524	494	593	476	609	632	545
"mRNA_455"	21	8	15	13	14	10	20	14	14	11	7	6	30	15	36
"mRNA_456"	144	127	249	275	320	220	519	427	514	579	725	720	885	667	1060
"mRNA_457"	252	214	237	374	391	280	309	349	480	296	369	333	525	380	490
"mRNA_458"	256	262	275	379	396	317	235	248	387	334	374	352	404	328	388
"mRNA_459"	1192	1280	1332	1502	1285	1206	1382	1440	1813	1014	1235	1098	1848	1657	1624
"mRNA_460"	1259	1128	1144	1372	1224	1042	1169	1404	1416	1023	1046	951	2112	1479	1875
"mRNA_461"	3	3	2	52	85	55	1	5	1	28	26	18	1	6	0
"mRNA_462"	6917	6752	6783	157	150	115	9105	8417	7930	730	953	754	7454	5828	8641
"mRNA_463"	29	30	30	20	24	20	43	37	66	24	35	19	50	47	39
"mRNA_464"	88	126	140	112	92	77	143	115	214	63	64	60	102	144	151
"mRNA_465"	313	360	362	746	1247	1113	320	460	824	545	583	648	505	719	249
"mRNA_466"	17	15	23	28	16	23	11	15	21	20	27	22	9	25	12
"mRNA_467"	1595	1691	1817	3011	3643	2795	2025	2469	2664	2633	3065	2857	2307	2345	1352
"mRNA_468"	2	5	0	15	9	5	0	3	11	4	3	3	5	2	5
"mRNA_469"	410	845	922	2566	2936	2052	2722	2536	4574	1565	2163	2609	2822	2691	2018
"mRNA_470"	262	410	422	95	137	105	159	224	406	112	180	182	397	535	294
"mRNA_471"	177	169	263	92	108	61	135	213	315	79	157	108	508	393	513
"mRNA_472"	4	6	1	126	568	478	2	10	17	150	193	144	179	181	11
"mRNA_473"	12	20	12	157	602	468	9	10	36	131	128	166	139	117	21
"mRNA_474"	108	162	202	484	372	287	227	260	405	257	362	289	249	263	231
"mRNA_475"	804	770	725	1270	1168	1104	696	1007	1449	1189	1201	945	1025	881	702
"mRNA_476"	90914	54998	80000	65544	65507	55134	50241	72534	61969	50306	51591	39430	103809	75128	47172
"mRNA_477"	7784	7529	11113	30138	20647	22087	12049	13289	17355	10225	13650	13509	15032	16777	9742
"mRNA_478"	249	311	265	345	280	284	242	279	383	344	333	295	210	274	180
"mRNA_479"	3392	3577	4113	5287	5171	4133	5424	5701	6321	3146	4219	4226	5263	5038	3709
"mRNA_480"	677	769	747	603	656	579	759	865	1269	1628	810	935	1179	1086	1100
"mRNA_481"	453	574	596	844	972	822	894	1054	1303	595	810	840	1501	1273	1291
"mRNA_482"	0	3	1	0	0	0	7	3	2	0	2	1	21	9	10
"mRNA_483"	4152	3681	4747	2993	2443	2192	2894	3411	2954	1199	1437	1293	3351	3673	1132
"mRNA_484"	1224	684	719	143	167	197	518	573	1064	1802	904	1300	179	296	197
"mRNA_485"	3336	1536	2117	806	990	701	451	389	451	1918	1478	1889	462	520	250
"mRNA_486"	447	377	387	298	317	274	250	151	287	317	298	269	214	144	133
"mRNA_487"	129	210	124	144	127	118	158	167	175	161	170	159	206	184	103
"mRNA_488"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_490"	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
"mRNA_491"	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0
"mRNA_492"	244	242	316	470	346	267	297	287	378	330	347	389	333	331	207
"mRNA_493"	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
"mRNA_494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_495"	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1
"mRNA_496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_497"	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
"mRNA_498"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"mRNA_499"	2509	3736	4459	923	1052	636	4727	4219	5714	1051	1396	2009	2350	2742	3224
"mRNA_500"	117	96	117	649	826	720	136	166	290	322	407	367	298	363	80
"mRNA_501"	1741	1712	1703	2100	1829	1461	1934	2142	1986	1572	1787	1494	2238	1864	1769
"mRNA_502"	239	317	236	201	188	135	190	287	306	305	303	253	344	236	496
"mRNA_503"	1035	1343	1904	2450	2970	2623	1946	1750	2577	1474	2065	2351	2143	2658	1440
"mRNA_504"	2365	1874	3692	914	1032	796	2668	2498	3519	1003	1164	1306	4844	4178	4435
"mRNA_505"	1249	1241	1311	2307	2157	1794	3213	3874	3414	1411	1374	1066	4689	3418	2709
"mRNA_506"	613	871	927	2073	2059	1550	1003	919	1580	1460	1598	1689	723	863	481
"mRNA_507"	103	173	236	406	493	380	325	299	510	336	467	586	370	394	358
"mRNA_508"	64	85	99	552	1058	830	60	169	245	307	349	313	419	542	39
"mRNA_509"	173	158	205	1624	1293	1297	175	291	382	471	617	624	566	540	106
"mRNA_510"	1631	1391	1612	1551	1373	1181	1974	2054	2458	1295	1365	1270	2282	1900	1649
"mRNA_511"	531	740	521	649	510	448	340	441	516	548	549	454	503	423	448
"mRNA_512"	2239	2418	2003	1985	2632	1669	4856	5950	5750	3450	3597	3144	5394	4302	3875
"mRNA_513"	0	0	0	0	1	0	1	0	1	7	10	5	2	1	3
"mRNA_514"	839	582	1131	1217	1277	1094	985	1209	1601	1830	1788	1672	1393	1353	1394
"mRNA_515"	169	155	212	401	426	349	290	284	383	842	633	599	433	348	405
"mRNA_516"	2	5	11	301	1578	972	6	47	102	319	489	408	487	522	4
"mRNA_517"	1407	2121	2222	1226	244	301	2243	4018	3899	721	820	589	2470	1852	1009
"mRNA_518"	57	99	108	347	352	328	129	129	237	178	183	201	161	165	159
"mRNA_519"	0	0	1	0	0	1	1	0	2	2	0	0	2	0	2
"mRNA_520"	14	8	6	9	7	6	0	1	4	10	5	5	3	0	4
"mRNA_521"	40643	30653	45096	36055	28020	24422	31739	27410	31133	18797	22439	22306	15046	16228	10225
"mRNA_522"	489	533	584	565	555	548	654	738	1334	523	579	619	516	675	475
"mRNA_523"	1914	2166	2535	2858	2820	2385	2705	3002	4621	1601	2097	2202	2924	2800	2132
"mRNA_524"	1560	2170	2442	609	549	574	2426	2247	5175	921	1067	1358	4592	4924	6530
"mRNA_525"	1842	1957	1865	1226	950	1035	1931	2395	2541	929	1119	1004	2866	2069	2726
"mRNA_526"	27965	17550	22586	35159	30654	24377	10495	14603	15426	21276	22020	17699	7671	7455	1653
"mRNA_527"	48	83	51	106	217	179	141	142	176	176	195	170	328	225	290
"mRNA_528"	267	440	497	442	444	396	675	650	1362	227	301	365	375	442	371
"mRNA_529"	326	316	342	331	342	248	451	500	936	292	323	238	405	352	358
"mRNA_530"	78	88	115	92	67	75	517	386	830	25	48	54	223	177	257
"mRNA_531"	3	1	0	10	6	14	2	7	2	2	1	2	0	1	2
"mRNA_532"	334	282	462	1392	1318	1240	263	266	385	430	521	512	176	243	118
"mRNA_533"	7511	7451	7275	8432	3425	4441	6327	7255	12705	6249	5958	4602	6547	6219	8196
"mRNA_534"	5176	5732	6119	15435	6591	7740	9431	10319	11997	10955	11461	10448	21353	18376	7955
"mRNA_535"	2362	1529	2351	2190	1966	1536	1573	1759	1879	1517	1742	1592	1970	1694	1452
"mRNA_536"	645	637	516	364	432	268	352	476	503	416	392	313	589	532	391
"mRNA_537"	2447	3174	1805	19	16	26	340	518	489	363	551	457	267	387	501
"mRNA_538"	540	638	519	392	307	314	277	335	414	209	290	227	172	209	151
"mRNA_539"	970	941	1506	1265	1297	1147	1559	1618	2046	1090	1248	1324	2071	2072	1761
"mRNA_540"	2078	3691	4398	9677	7216	7183	3898	3947	7806	3112	4473	5674	2423	3431	2145
"mRNA_541"	3001	2488	2800	3467	2484	1922	2453	2900	2832	2336	2539	2029	2720	2090	1633
"mRNA_542"	975	884	966	818	819	644	880	913	969	714	822	731	1210	909	867
"mRNA_543"	1714	1578	1415	906	678	1057	851	1093	927	710	694	647	1801	1391	1447
"mRNA_544"	494	586	830	935	890	687	891	877	1348	853	979	1112	535	650	585
"mRNA_545"	911	993	1141	1626	1805	1770	736	635	912	827	1001	1241	438	461	760
"mRNA_546"	1554	1462	1675	323	323	246	1026	1158	1173	915	1040	812	1643	1739	1116
"mRNA_547"	655	804	975	2171	2054	1750	1080	1113	1755	1180	1491	1604	1339	1283	1291
"mRNA_548"	711	603	864	608	607	452	1650	1696	2369	696	745	746	975	1286	885
"mRNA_549"	1157	1538	1786	3786	2912	2713	2773	3005	4524	1625	2073	2444	2562	2637	2298
"mRNA_550"	80	60	49	1	4	1	3	1	7	4	2	1	2	2	8
"mRNA_551"	497	593	781	1009	1285	825	1298	1272	1868	1456	1739	1696	2412	1963	2441
"mRNA_552"	601	557	505	605	608	533	493	610	743	664	628	550	873	608	504
"mRNA_553"	3281	6110	3073	1515	1464	1076	1880	2420	2373	1647	1590	1246	2668	2588	1382
"mRNA_554"	696	670	827	311	427	244	1348	1742	1806	731	824	651	2249	1654	1975
"mRNA_555"	1140	1259	1208	1276	1217	851	1135	1371	1382	1218	1461	1223	1468	1200	1133
"mRNA_556"	130	77	103	276	642	463	40	69	100	73	133	96	158	147	17
"mRNA_557"	326	343	551	1071	1015	914	1325	1042	1745	533	798	650	1165	1121	1201
"mRNA_558"	32	32	103	160	167	163	243	167	356	34	47	142	104	136	109
"mRNA_559"	753	632	884	1105	1025	897	937	962	1336	787	963	994	1085	954	957
"mRNA_560"	230	504	656	3452	3240	4649	1258	1083	2771	338	496	678	878	1177	757
"mRNA_561"	85	201	312	2198	2026	3343	615	453	1628	177	165	337	307	539	280
"mRNA_562"	526	778	570	1035	1183	1308	581	832	978	518	632	580	1287	1179	763
"mRNA_563"	292	296	347	726	642	479	642	683	967	617	652	595	491	430	368
"mRNA_564"	2415	2714	3139	1685	1511	1330	2788	2783	3546	2122	2659	2367	3659	3388	2403
"mRNA_565"	1323	1102	1229	746	757	624	1012	1338	1455	870	934	826	1754	1330	1278
"mRNA_566"	154	260	206	271	247	190	199	227	242	221	201	226	280	203	155
"mRNA_567"	211	331	314	726	942	749	82	118	249	236	230	208	50	101	27
"mRNA_568"	10126	9339	9883	1568	2118	1133	11580	11695	12202	7809	6864	7742	6461	7630	4286
"mRNA_569"	486	416	736	1311	1550	1045	485	508	742	1252	1379	1319	730	809	917
"mRNA_570"	1	2	4	2	13	15	0	4	1	10	20	15	38	17	16
"mRNA_571"	1	0	1	0	1	2	1	0	1	0	0	0	4	1	1
"mRNA_572"	1	4	1	0	0	1	0	2	6	0	0	4	13	3	9
"mRNA_573"	87	55	125	199	343	237	206	184	197	224	272	224	263	220	204
"mRNA_574"	1650	2033	2713	5946	4253	6661	2153	2628	4344	2027	2498	3210	1887	2373	1548
"mRNA_575"	375	325	311	547	540	378	408	503	621	486	443	399	593	423	575
"mRNA_576"	679	571	802	830	849	658	823	878	1156	689	766	757	983	1041	838
"mRNA_577"	116	77	120	235	288	280	236	252	300	181	269	189	252	272	133
"mRNA_578"	1198	1320	1355	1816	3403	2604	1014	1439	1443	1562	1837	1676	3176	3126	583
"mRNA_579"	921	992	1196	684	852	551	2312	2299	2664	940	1240	1124	2842	2353	1971
"mRNA_580"	301	328	416	1093	868	892	905	1017	1643	648	636	498	1620	1386	1258
"mRNA_581"	186	229	217	270	383	298	278	313	455	414	437	296	537	351	316
"mRNA_582"	2569	2248	2264	2946	2471	1915	1370	1753	1682	1705	1893	1653	1926	1784	1110
"mRNA_583"	9474	7103	8493	6230	4830	3930	4477	5478	5317	4463	4557	3528	5643	5046	3021
"mRNA_584"	53	72	85	164	206	87	1497	2495	2930	1230	1202	1186	830	707	217
"mRNA_585"	27	49	60	92	53	62	134	118	210	49	83	66	215	216	197
"mRNA_586"	569	709	723	1192	1345	1131	733	889	1176	845	977	998	905	948	634
"mRNA_587"	417	517	667	1076	913	857	917	863	1667	509	611	786	979	1056	1067
"mRNA_588"	238	690	714	1051	941	846	855	659	1429	292	387	867	415	588	489
"mRNA_589"	2679	2549	2369	1974	1755	1567	1718	2127	1869	1738	1841	1602	2194	1857	1641
"mRNA_590"	109	97	88	246	208	252	116	100	141	154	189	189	145	132	145
"mRNA_591"	150	181	180	476	681	321	544	580	615	327	414	357	876	596	777
"mRNA_592"	55	119	85	59	84	29	223	305	524	159	200	209	290	243	407
"mRNA_593"	243	232	325	422	364	251	466	414	565	289	379	425	387	355	445
"mRNA_594"	288	330	433	2228	1636	1223	735	497	805	260	291	357	646	586	815
"mRNA_595"	289	603	500	79	55	31	1166	2056	2412	348	610	512	2725	2277	1411
"mRNA_596"	23	38	26	8	7	8	42	105	86	26	27	25	132	97	73
"mRNA_597"	1795	1734	2138	2468	2439	1915	2497	2513	2849	2219	2750	2492	4332	3571	2329
"mRNA_598"	226	320	342	593	668	418	516	506	1221	802	969	1193	344	514	186
"mRNA_599"	137	109	129	6	4	11	103	113	173	25	18	17	52	37	157
"mRNA_600"	7986	6949	7913	6165	5600	4276	4432	4005	4387	3853	4565	4052	3793	3860	1908
"mRNA_601"	4346	4109	4847	11800	9777	8272	5952	6163	7934	9512	9971	10702	2835	3827	1176
"mRNA_602"	729	795	978	1801	1362	1191	1027	1025	1480	1017	1261	1278	1074	1110	820
"mRNA_603"	3080	1758	2765	3251	2720	2196	1815	2047	2089	1922	2149	1883	2248	1846	1711
"mRNA_604"	1094	989	1094	1178	1426	1449	652	567	739	996	993	1350	425	581	363
"mRNA_605"	109	102	94	157	168	136	257	281	416	249	313	253	423	296	248
"mRNA_606"	652	601	552	797	758	594	747	857	840	765	881	679	1336	929	1068
"mRNA_607"	1729	2596	2715	1398	2265	1264	17568	21877	21755	4052	4068	4328	10205	10467	5273
"mRNA_608"	8670	10778	12950	56634	21116	30884	16794	14834	17485	20196	23653	24990	39981	43280	8235
"mRNA_609"	624	959	900	2254	1717	1758	863	975	1685	798	954	1065	807	998	659
"mRNA_610"	839	705	668	576	609	698	525	608	543	504	567	508	672	630	541
"mRNA_611"	22	19	21	75	77	53	27	25	73	155	123	126	79	69	48
"mRNA_612"	100	106	102	95	64	56	107	145	112	120	115	94	208	199	91
"mRNA_613"	572	669	721	1017	884	812	697	777	905	637	789	765	850	779	690
"mRNA_614"	852	730	773	1126	1003	784	1072	1158	1111	930	1012	790	1279	921	1001
"mRNA_615"	35	36	32	54	97	50	138	129	224	418	331	335	112	105	133
"mRNA_616"	79	121	89	6	2	4	5	16	10	0	0	5	53	56	8
"mRNA_617"	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
"mRNA_618"	4	8	23	541	683	778	10	28	59	303	409	516	75	151	1
"mRNA_619"	196	220	167	162	153	128	118	133	134	347	314	291	201	119	196
"mRNA_620"	782	1092	889	1049	1119	669	1769	1875	2044	7548	8044	7097	1522	1202	1308
"mRNA_621"	806	776	888	1089	1042	946	749	840	1044	542	666	685	910	873	822
"mRNA_622"	702	541	654	792	649	618	556	606	645	563	580	585	462	463	500
